<<<<<<< HEAD
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
3/18/2020 17:00:00,6.51,3/30/2020 16:00:00,0.01,3/20/2020 16:00:00,4.57,3/20/2020 16:00:00,60.35,3/20/2020 16:00:00,86.94,3/20/2020 16:00:00,16.81,3/20/2020 16:00:00,35.9,3/20/2020 16:00:00,33.37
3/19/2020 17:00:00,6.75,4/3/2020 16:00:00,0.01,3/23/2020 16:00:00,4.67,3/23/2020 16:00:00,56.23,3/23/2020 16:00:00,95.47,3/23/2020 16:00:00,17.03,3/23/2020 16:00:00,31.96,3/23/2020 16:00:00,34.17
3/20/2020 17:00:00,6.55,4/6/2020 16:00:00,0.01,3/24/2020 16:00:00,4.66,3/24/2020 16:00:00,63.01,3/24/2020 16:00:00,94.3,3/24/2020 16:00:00,19.55,3/24/2020 16:00:00,35.06,3/24/2020 16:00:00,34.64
3/23/2020 17:00:00,6.16,4/8/2020 16:00:00,0.01,3/25/2020 16:00:00,4.35,3/25/2020 16:00:00,64.49,3/25/2020 16:00:00,89.64,3/25/2020 16:00:00,20.88,3/25/2020 16:00:00,37.69,3/25/2020 16:00:00,33.57
3/24/2020 17:00:00,6.5,4/9/2020 16:00:00,0.01,3/26/2020 16:00:00,4.62,3/26/2020 16:00:00,70.5,3/26/2020 16:00:00,99.2,3/26/2020 16:00:00,21.99,3/26/2020 16:00:00,39.04,3/26/2020 16:00:00,36.74
3/25/2020 17:00:00,6.69,4/14/2020 16:00:00,0.02,3/27/2020 16:00:00,4.37,3/27/2020 16:00:00,67.74,3/27/2020 16:00:00,95.37,3/27/2020 16:00:00,21.74,3/27/2020 16:00:00,38.41,3/27/2020 16:00:00,34.57
3/26/2020 17:00:00,6.85,4/15/2020 16:00:00,0.02,3/30/2020 16:00:00,4.69,3/30/2020 16:00:00,70.92,3/30/2020 16:00:00,97.69,3/30/2020 16:00:00,22.14,3/30/2020 16:00:00,38.97,3/30/2020 16:00:00,35.49
3/27/2020 17:00:00,6.63,4/16/2020 16:00:00,0.02,3/31/2020 16:00:00,4.93,3/31/2020 16:00:00,69.77,3/31/2020 16:00:00,100.17,3/31/2020 16:00:00,21.26,3/31/2020 16:00:00,40.86,3/31/2020 16:00:00,34.38
3/30/2020 17:00:00,6.8,4/17/2020 16:00:00,0.01,4/1/2020 16:00:00,4.42,4/1/2020 16:00:00,66.18,4/1/2020 16:00:00,97.53,4/1/2020 16:00:00,17.78,4/1/2020 16:00:00,38.88,4/1/2020 16:00:00,32.42
3/31/2020 17:00:00,6.9,4/20/2020 16:00:00,0.01,4/2/2020 16:00:00,4.38,4/2/2020 16:00:00,65.88,4/2/2020 16:00:00,102.29,4/2/2020 16:00:00,18.71,4/2/2020 16:00:00,40.41,4/2/2020 16:00:00,34.37
4/1/2020 17:00:00,6.55,4/21/2020 16:00:00,0.01,4/3/2020 16:00:00,4.2,4/3/2020 16:00:00,65.52,4/3/2020 16:00:00,102.83,4/3/2020 16:00:00,18.32,4/3/2020 16:00:00,40.43,4/3/2020 16:00:00,33.95
4/2/2020 17:00:00,6.62,4/27/2020 16:00:00,0.01,4/6/2020 16:00:00,4.45,4/6/2020 16:00:00,69.8,4/6/2020 16:00:00,106.51,4/6/2020 16:00:00,22.19,4/6/2020 16:00:00,40.66,4/6/2020 16:00:00,36.23
4/3/2020 17:00:00,6.7,4/29/2020 16:00:00,0.02,4/7/2020 16:00:00,4.16,4/7/2020 16:00:00,72,4/7/2020 16:00:00,106.32,4/7/2020 16:00:00,23.85,4/7/2020 16:00:00,41.16,4/7/2020 16:00:00,36.94
4/6/2020 17:00:00,7.07,4/30/2020 16:00:00,0.02,4/8/2020 16:00:00,4.72,4/8/2020 16:00:00,72.35,4/8/2020 16:00:00,106.8,4/8/2020 16:00:00,25.43,4/8/2020 16:00:00,40.87,4/8/2020 16:00:00,37.68
4/7/2020 17:00:00,7.03,5/1/2020 16:00:00,0.02,4/9/2020 16:00:00,4.78,4/9/2020 16:00:00,75.21,4/9/2020 16:00:00,105.8,4/9/2020 16:00:00,27.58,4/9/2020 16:00:00,41.05,4/9/2020 16:00:00,38
4/8/2020 17:00:00,7,5/4/2020 16:00:00,0.02,4/13/2020 16:00:00,4.9,4/13/2020 16:00:00,72.15,4/13/2020 16:00:00,109.3,4/13/2020 16:00:00,24.9,4/13/2020 16:00:00,41.79,4/13/2020 16:00:00,37.19
4/14/2020 17:00:00,8.2,5/5/2020 16:00:00,0.02,4/14/2020 16:00:00,4.7,4/14/2020 16:00:00,74.5,4/14/2020 16:00:00,112.03,4/14/2020 16:00:00,26.21,4/14/2020 16:00:00,42.13,4/14/2020 16:00:00,38.52
4/15/2020 17:00:00,7.85,5/6/2020 16:00:00,0.02,4/15/2020 16:00:00,4.69,4/15/2020 16:00:00,70.89,4/15/2020 16:00:00,113.51,4/15/2020 16:00:00,25.11,4/15/2020 16:00:00,41.18,4/15/2020 16:00:00,37.16
4/16/2020 17:00:00,7.9,5/7/2020 16:00:00,0.01,4/16/2020 16:00:00,4.81,4/16/2020 16:00:00,70.8,4/16/2020 16:00:00,118.1,4/16/2020 16:00:00,24.75,4/16/2020 16:00:00,40.89,4/16/2020 16:00:00,37.83
4/17/2020 17:00:00,8,5/8/2020 16:00:00,0.02,4/17/2020 16:00:00,4.63,4/17/2020 16:00:00,72.44,4/17/2020 16:00:00,115.15,4/17/2020 16:00:00,26.49,4/17/2020 16:00:00,41.66,4/17/2020 16:00:00,38.08
4/20/2020 17:00:00,7.94,5/11/2020 16:00:00,0.02,4/20/2020 16:00:00,4.49,4/20/2020 16:00:00,69.7,4/20/2020 16:00:00,115.41,4/20/2020 16:00:00,26.53,4/20/2020 16:00:00,40.99,4/20/2020 16:00:00,37.21
4/21/2020 17:00:00,7.6,5/12/2020 16:00:00,0.02,4/21/2020 16:00:00,4.4,4/21/2020 16:00:00,65.96,4/21/2020 16:00:00,113.27,4/21/2020 16:00:00,26.36,4/21/2020 16:00:00,40.11,4/21/2020 16:00:00,35.71
4/22/2020 17:00:00,7.59,5/13/2020 16:00:00,0.02,4/22/2020 16:00:00,4.46,4/22/2020 16:00:00,68.47,4/22/2020 16:00:00,114.57,4/22/2020 16:00:00,25.67,4/22/2020 16:00:00,40.32,4/22/2020 16:00:00,35.73
4/23/2020 17:00:00,8.12,5/14/2020 16:00:00,0.02,4/23/2020 16:00:00,4.53,4/23/2020 16:00:00,67.29,4/23/2020 16:00:00,114.46,4/23/2020 16:00:00,26.23,4/23/2020 16:00:00,40.1,4/23/2020 16:00:00,36.09
4/24/2020 17:00:00,7.94,5/15/2020 16:00:00,0.02,4/24/2020 16:00:00,4.31,4/24/2020 16:00:00,69.72,4/24/2020 16:00:00,116.31,4/24/2020 16:00:00,27.64,4/24/2020 16:00:00,40.1,4/24/2020 16:00:00,37.16
4/27/2020 17:00:00,7.87,5/18/2020 16:00:00,0.02,4/27/2020 16:00:00,4.43,4/27/2020 16:00:00,73.77,4/27/2020 16:00:00,116.02,4/27/2020 16:00:00,29.73,4/27/2020 16:00:00,40.62,4/27/2020 16:00:00,38.21
4/28/2020 17:00:00,7.35,5/19/2020 16:00:00,0.02,4/28/2020 16:00:00,4.63,4/28/2020 16:00:00,75.57,4/28/2020 16:00:00,111.35,4/28/2020 16:00:00,29.16,4/28/2020 16:00:00,40.95,4/28/2020 16:00:00,38.08
4/29/2020 17:00:00,7.5,5/20/2020 16:00:00,0.02,4/29/2020 16:00:00,4.73,4/29/2020 16:00:00,74.5,4/29/2020 16:00:00,112.78,4/29/2020 16:00:00,31.45,4/29/2020 16:00:00,41.25,4/29/2020 16:00:00,39
4/30/2020 17:00:00,7.54,5/21/2020 16:00:00,0.02,4/30/2020 16:00:00,4.52,4/30/2020 16:00:00,72.89,4/30/2020 16:00:00,114.26,4/30/2020 16:00:00,29.39,4/30/2020 16:00:00,40.44,4/30/2020 16:00:00,37.63
5/4/2020 17:00:00,7.3,5/22/2020 16:00:00,0.02,5/1/2020 16:00:00,4.45,5/1/2020 16:00:00,66.99,5/1/2020 16:00:00,113.27,5/1/2020 16:00:00,27.21,5/1/2020 16:00:00,39.65,5/1/2020 16:00:00,36.98
5/5/2020 17:00:00,7.61,5/25/2020 16:00:00,0.02,5/4/2020 16:00:00,4.37,5/4/2020 16:00:00,65.74,5/4/2020 16:00:00,116.83,5/4/2020 16:00:00,27.24,5/4/2020 16:00:00,39.97,5/4/2020 16:00:00,36.22
5/6/2020 17:00:00,9.33,5/26/2020 16:00:00,0.02,5/5/2020 16:00:00,4.26,5/5/2020 16:00:00,65.32,5/5/2020 16:00:00,119.61,5/5/2020 16:00:00,27.4,5/5/2020 16:00:00,40.25,5/5/2020 16:00:00,36.05
5/7/2020 17:00:00,10.39,5/27/2020 16:00:00,0.02,5/6/2020 16:00:00,4.29,5/6/2020 16:00:00,64.37,5/6/2020 16:00:00,115.32,5/6/2020 16:00:00,27.78,5/6/2020 16:00:00,40.16,5/6/2020 16:00:00,35.14
5/11/2020 17:00:00,9.89,5/28/2020 16:00:00,0.02,5/7/2020 16:00:00,4.18,5/7/2020 16:00:00,65.42,5/7/2020 16:00:00,116.8,5/7/2020 16:00:00,27.8,5/7/2020 16:00:00,40.39,5/7/2020 16:00:00,35.58
5/12/2020 17:00:00,10,5/29/2020 16:00:00,0.02,5/8/2020 16:00:00,4.35,5/8/2020 16:00:00,67.65,5/8/2020 16:00:00,116.62,5/8/2020 16:00:00,29.81,5/8/2020 16:00:00,40.77,5/8/2020 16:00:00,36.53
5/13/2020 17:00:00,9.86,6/1/2020 16:00:00,0.02,5/11/2020 16:00:00,4.15,5/11/2020 16:00:00,65.49,5/11/2020 16:00:00,117.37,5/11/2020 16:00:00,29.88,5/11/2020 16:00:00,40.75,5/11/2020 16:00:00,36.16
5/14/2020 17:00:00,9.55,6/2/2020 16:00:00,0.02,5/12/2020 16:00:00,4.09,5/12/2020 16:00:00,62.68,5/12/2020 16:00:00,116.37,5/12/2020 16:00:00,28.52,5/12/2020 16:00:00,39.84,5/12/2020 16:00:00,35.35
5/15/2020 17:00:00,9.28,6/3/2020 16:00:00,0.02,5/13/2020 16:00:00,3.94,5/13/2020 16:00:00,59.78,5/13/2020 16:00:00,116.9,5/13/2020 16:00:00,27.08,5/13/2020 16:00:00,38.77,5/13/2020 16:00:00,34.97
5/18/2020 17:00:00,9.46,6/4/2020 16:00:00,0.03,5/14/2020 16:00:00,3.79,5/14/2020 16:00:00,61.41,5/14/2020 16:00:00,117.12,5/14/2020 16:00:00,27.3,5/14/2020 16:00:00,39.25,5/14/2020 16:00:00,35.76
5/19/2020 17:00:00,9.99,6/5/2020 16:00:00,0.03,5/15/2020 16:00:00,3.79,5/15/2020 16:00:00,62.78,5/15/2020 16:00:00,118.13,5/15/2020 16:00:00,27.79,5/15/2020 16:00:00,38.9,5/15/2020 16:00:00,35.92
5/20/2020 17:00:00,9.96,6/9/2020 16:00:00,0.03,5/18/2020 16:00:00,4.05,5/18/2020 16:00:00,67.12,5/18/2020 16:00:00,117.12,5/18/2020 16:00:00,29.65,5/18/2020 16:00:00,39.43,5/18/2020 16:00:00,38.09
5/25/2020 17:00:00,10.06,6/10/2020 16:00:00,0.03,5/19/2020 16:00:00,4.21,5/19/2020 16:00:00,66.57,5/19/2020 16:00:00,118.54,5/19/2020 16:00:00,28.92,5/19/2020 16:00:00,39.71,5/19/2020 16:00:00,38.21
5/26/2020 17:00:00,9.94,6/11/2020 16:00:00,0.03,5/20/2020 16:00:00,4.38,5/20/2020 16:00:00,68.12,5/20/2020 16:00:00,119.55,5/20/2020 16:00:00,29,5/20/2020 16:00:00,39.61,5/20/2020 16:00:00,39.17
5/27/2020 17:00:00,9.74,6/12/2020 16:00:00,0.02,5/21/2020 16:00:00,4.3,5/21/2020 16:00:00,70,5/21/2020 16:00:00,117.36,5/21/2020 16:00:00,30.84,5/21/2020 16:00:00,39.01,5/21/2020 16:00:00,38.95
5/28/2020 17:00:00,9.65,6/15/2020 16:00:00,0.02,5/22/2020 16:00:00,4.28,5/22/2020 16:00:00,69.22,5/22/2020 16:00:00,119.82,5/22/2020 16:00:00,32.09,5/22/2020 16:00:00,39.07,5/22/2020 16:00:00,38.74
5/29/2020 17:00:00,9.95,6/16/2020 16:00:00,0.03,5/26/2020 16:00:00,4.19,5/26/2020 16:00:00,72.92,5/26/2020 16:00:00,116.64,5/26/2020 16:00:00,34.5,5/26/2020 16:00:00,40.39,5/26/2020 16:00:00,39.52
6/2/2020 17:00:00,9.93,6/17/2020 16:00:00,0.03,5/27/2020 16:00:00,4.55,5/27/2020 16:00:00,75.71,5/27/2020 16:00:00,117.38,5/27/2020 16:00:00,36.46,5/27/2020 16:00:00,40.91,5/27/2020 16:00:00,39.93
6/3/2020 17:00:00,10.12,6/18/2020 16:00:00,0.03,5/28/2020 16:00:00,4.42,5/28/2020 16:00:00,73.89,5/28/2020 16:00:00,121.35,5/28/2020 16:00:00,34.93,5/28/2020 16:00:00,41.36,5/28/2020 16:00:00,39.55
6/4/2020 17:00:00,10.2,6/19/2020 16:00:00,0.02,5/29/2020 16:00:00,4.24,5/29/2020 16:00:00,73.06,5/29/2020 16:00:00,122.88,5/29/2020 16:00:00,36.06,5/29/2020 16:00:00,41.47,5/29/2020 16:00:00,39.6
6/8/2020 17:00:00,10.46,6/22/2020 16:00:00,0.02,6/1/2020 16:00:00,4.29,6/1/2020 16:00:00,75.15,6/1/2020 16:00:00,122.78,6/1/2020 16:00:00,36.46,6/1/2020 16:00:00,42.07,6/1/2020 16:00:00,40.18
6/9/2020 17:00:00,10.34,6/23/2020 16:00:00,0.02,6/2/2020 16:00:00,4.31,6/2/2020 16:00:00,76.41,6/2/2020 16:00:00,122.36,6/2/2020 16:00:00,37.8,6/2/2020 16:00:00,42.63,6/2/2020 16:00:00,40.78
6/10/2020 17:00:00,10.6,6/24/2020 16:00:00,0.02,6/3/2020 16:00:00,4.56,6/3/2020 16:00:00,80.61,6/3/2020 16:00:00,117.93,6/3/2020 16:00:00,36.74,6/3/2020 16:00:00,43.35,6/3/2020 16:00:00,41.3
6/11/2020 17:00:00,10.28,6/25/2020 16:00:00,0.02,6/4/2020 16:00:00,4.89,6/4/2020 16:00:00,82.11,6/4/2020 16:00:00,117.18,6/4/2020 16:00:00,36.85,6/4/2020 16:00:00,43.59,6/4/2020 16:00:00,41.29
6/12/2020 17:00:00,10.53,6/26/2020 16:00:00,0.02,6/5/2020 16:00:00,5.02,6/5/2020 16:00:00,84.74,6/5/2020 16:00:00,118.32,6/5/2020 16:00:00,38.44,6/5/2020 16:00:00,44.29,6/5/2020 16:00:00,42.09
6/15/2020 17:00:00,10.02,6/29/2020 16:00:00,0.03,6/8/2020 16:00:00,4.92,6/8/2020 16:00:00,86.75,6/8/2020 16:00:00,119.51,6/8/2020 16:00:00,39.37,6/8/2020 16:00:00,44.75,6/8/2020 16:00:00,43.12
6/16/2020 17:00:00,10.24,6/30/2020 16:00:00,0.03,6/9/2020 16:00:00,4.83,6/9/2020 16:00:00,84.84,6/9/2020 16:00:00,121.07,6/9/2020 16:00:00,39.23,6/9/2020 16:00:00,44.22,6/9/2020 16:00:00,42.15
6/17/2020 17:00:00,10.25,7/1/2020 16:00:00,0.03,6/10/2020 16:00:00,5.05,6/10/2020 16:00:00,83.22,6/10/2020 16:00:00,124.81,6/10/2020 16:00:00,38.02,6/10/2020 16:00:00,44.31,6/10/2020 16:00:00,41.36
6/18/2020 17:00:00,10.2,7/2/2020 16:00:00,0.02,6/11/2020 16:00:00,4.41,6/11/2020 16:00:00,77.91,6/11/2020 16:00:00,122.42,6/11/2020 16:00:00,36.17,6/11/2020 16:00:00,42.38,6/11/2020 16:00:00,39.25
6/22/2020 17:00:00,9.89,7/3/2020 16:00:00,0.02,6/12/2020 16:00:00,4.58,6/12/2020 16:00:00,79.88,6/12/2020 16:00:00,121.97,6/12/2020 16:00:00,39.41,6/12/2020 16:00:00,42.21,6/12/2020 16:00:00,39.46
6/23/2020 17:00:00,10.03,7/6/2020 16:00:00,0.03,6/15/2020 16:00:00,4.59,6/15/2020 16:00:00,79.38,6/15/2020 16:00:00,126.52,6/15/2020 16:00:00,39.09,6/15/2020 16:00:00,41.76,6/15/2020 16:00:00,39.83
